image_path,caption,source,architectural_style,split,license,license_url,artist,title,category,phash,duplicate_of
data/train/20125985.png,"mamluk_architecture, Mamluk stone facade, carved limestone ornamentation, pointed arches, warm natural light, architectural photography",https://commons.wikimedia.org/wiki/File:Cairo._Mameluke_House.jpg,mamluk_architecture,train,No restrictions,https://www.flickr.com/commons/usage/,Cornell University Library,File:Cairo. Mameluke House.jpg,Category:Mamluk architecture in Cairo,5b43452a0d3ab17e,
data/train/51804477.png,"mamluk_architecture, historic Islamic Cairo street, carved limestone ornamentation, pointed arches, warm natural light, architectural photography",https://commons.wikimedia.org/wiki/File:Hard_work_in_el_darb_el_asfar_(old_cairo).jpg,mamluk_architecture,train,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Eslamashrafrefaat,File:Hard work in el darb el asfar (old cairo).jpg,Category:Islamic Cairo,47452736a994d8ec,
data/train/104302281.png,"mamluk_architecture, Mamluk stone facade, carved limestone ornamentation, pointed arches, warm natural light, architectural photography",https://commons.wikimedia.org/wiki/File:Mosque_of_Gawhar_al-Lala_DSCF3441.jpg,mamluk_architecture,train,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,R Prazeres,File:Mosque of Gawhar al-Lala DSCF3441.jpg,Category:Mamluk architecture in Cairo,2144c462ff759f88,
data/train/4679196.png,"mamluk_architecture, historic Islamic Cairo street, carved limestone ornamentation, pointed arches, warm natural light, architectural photography",https://commons.wikimedia.org/wiki/File:Cairo_-_Islamic_district_-_Cemetery.JPG,mamluk_architecture,train,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Daniel Mayer,File:Cairo - Islamic district - Cemetery.JPG,Category:Islamic Cairo,7142d79b5e68611c,
data/train/30674345.png,"mamluk_architecture, Mamluk religious complex, carved limestone ornamentation, pointed arches, warm natural light, architectural photography",https://commons.wikimedia.org/wiki/File:Bayn_al-Qasrayn2.JPG,mamluk_architecture,train,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Casual Builder,File:Bayn al-Qasrayn2.JPG,Category:Qalawun complex,43d52ab1d9a918da,
data/train/11174888.png,"mamluk_architecture, carved stone dome, carved limestone ornamentation, pointed arches, warm natural light, architectural photography",https://commons.wikimedia.org/wiki/File:Flickr_-_HuTect_ShOts_-_Dome_of_Madrasa_and_Masjid_of_Sultan_Qaytbay_%D9%85%D8%AF%D8%B1%D8%B3%D8%A9_%D9%88%D9%85%D8%B3%D8%AC%D8%AF_%D8%A7%D9%84%D8%B3%D9%84%D8%B7%D8%A7%D9%86_%D9%82%D8%A7%D9%8A%D8%AA%D8%A8%D8%A7%D9%8A_-_Cairo_-_Egypt_-_28_05_2010.jpg,mamluk_architecture,train,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,"Ahmed Al.Badawy from Cairo, Egypt",File:Flickr - HuTect ShOts - Dome of Madrasa and Masjid of Sultan Qaytbay مدرسة ومسجد السلطان قايتباي - Cairo - Egypt - 28 05 2010.jpg,Category:Domes in Cairo,1b6d82f50e71609e,
data/train/47111904.png,"mamluk_architecture, traditional wooden door, carved limestone ornamentation, pointed arches, warm natural light, architectural photography","https://commons.wikimedia.org/wiki/File:Museo_gayer_anderson,_cortile_03.JPG",mamluk_architecture,train,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,Sailko,"File:Museo gayer anderson, cortile 03.JPG",Category:Doors in Cairo,4a8e69c6b147d90e,
data/train/35372657.png,"mamluk_architecture, traditional wooden door, carved limestone ornamentation, pointed arches, warm natural light, architectural photography",https://commons.wikimedia.org/wiki/File:Cairo2761.JPG,mamluk_architecture,train,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Samir I. Sharbaty,File:Cairo2761.JPG,Category:Doors in Cairo,53235648acada8d7,
data/train/12112540.png,"mamluk_architecture, slender stone minaret, carved limestone ornamentation, pointed arches, warm natural light, architectural photography",https://commons.wikimedia.org/wiki/File:Al-Nasir_Muhammad_Mosque_BW_1.jpg,mamluk_architecture,train,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,Berthold Werner,File:Al-Nasir Muhammad Mosque BW 1.jpg,Category:Minarets in Cairo,4a4cac0cbdf0d1ab,
data/train/28437786.png,"mamluk_architecture, Mamluk stone facade, carved limestone ornamentation, pointed arches, warm natural light, architectural photography",https://commons.wikimedia.org/wiki/File:%D8%A7%D8%AD%D8%AF%D9%89_%D8%BA%D8%B1%D9%81_%D8%B3%D9%83%D9%86_%D8%A7%D9%84%D9%85%D9%85%D8%A7%D9%84%D9%8A%D9%83_%D8%A8%D8%A7%D9%84%D8%AD%D8%B7%D8%A7%D8%A8%D8%A9.JPG,mamluk_architecture,train,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Hanyfawwaz,File:احدى غرف سكن المماليك بالحطابة.JPG,Category:Mamluk architecture in Cairo,4c9d1b131a31dcdc,
data/train/88558855.png,"mamluk_architecture, historic Cairene stone architecture, carved limestone ornamentation, pointed arches, warm natural light, architectural photography",https://commons.wikimedia.org/wiki/File:Qaytbay_sabil-kuttab.jpg,mamluk_architecture,train,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Robert Prazeres,File:Qaytbay sabil-kuttab.jpg,Category:Sabil-Kuttab of Qaytbay,2cbcc0b5a4819bee,
data/train/18477036.png,"mamluk_architecture, historic Islamic Cairo street, carved limestone ornamentation, pointed arches, warm natural light, architectural photography",https://commons.wikimedia.org/wiki/File:An_alley_in_Muizz_street..JPG,mamluk_architecture,train,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,SalmaMSan,File:An alley in Muizz street..JPG,Category:Islamic Cairo,4ae9eb58b9648d90,
data/train/72790794.png,"mamluk_architecture, historic Cairene stone architecture, carved limestone ornamentation, pointed arches, warm natural light, architectural photography","https://commons.wikimedia.org/wiki/File:Sultan_Hassan_Mosque,_Cairo.jpg",mamluk_architecture,train,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Bekriah Mawasi,"File:Sultan Hassan Mosque, Cairo.jpg",Category:Al-Hakim Mosque,4aa6a4deca24acda,
data/train/79357007.png,"mamluk_architecture, Mamluk stone facade, carved limestone ornamentation, pointed arches, warm natural light, architectural photography",https://commons.wikimedia.org/wiki/File:City_of_the_Dead_(south).jpg,mamluk_architecture,train,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Casual Builder,File:City of the Dead (south).jpg,Category:Mamluk architecture in Cairo,21de2040be5ff5c1,
data/train/43605462.png,"mamluk_architecture, historic Islamic Cairo street, carved limestone ornamentation, pointed arches, warm natural light, architectural photography",https://commons.wikimedia.org/wiki/File:Complex_of_Al_Sultan_Al_Zahir_Barquq_011.jpg,mamluk_architecture,train,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Keladawy,File:Complex of Al Sultan Al Zahir Barquq 011.jpg,Category:Islamic Cairo,2c4ce6208bf279cd,
data/train/11174904.png,"mamluk_architecture, historic Cairene stone architecture, carved limestone ornamentation, pointed arches, warm natural light, architectural photography",https://commons.wikimedia.org/wiki/File:Flickr_-_HuTect_ShOts_-_Masjid_Qanibay_Al_Ramah_%D9%85%D8%B3%D8%AC%D8%AF_%D9%82%D8%A7%D9%86%D9%8A_%D8%A8%D8%A7%D9%8A_%D8%A7%D9%84%D8%B1%D9%85%D8%A7%D8%AD_-_Cairo_-_Egypt_-_17_04_2010.jpg,mamluk_architecture,train,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,"Ahmed Al.Badawy from Cairo, Egypt",File:Flickr - HuTect ShOts - Masjid Qanibay Al Ramah مسجد قاني باي الرماح - Cairo - Egypt - 17 04 2010.jpg,Category:Mosque of Qanibay al-Rammah,4479d24535827afc,
data/train/11986836.png,"mamluk_architecture, Mamluk stone facade, carved limestone ornamentation, pointed arches, warm natural light, architectural photography",https://commons.wikimedia.org/wiki/File:Tomb_of_az-Zahir_Qansuh.JPG,mamluk_architecture,train,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Tekisch,File:Tomb of az-Zahir Qansuh.JPG,Category:Mamluk architecture in Cairo,2cace8c56975129e,
data/train/27471955.png,"mamluk_architecture, slender stone minaret, carved limestone ornamentation, pointed arches, warm natural light, architectural photography","https://commons.wikimedia.org/wiki/File:Cairo,_the_Mosque_of_Sultan_Hassan_and_the_Ar-Rif_(6201079985).jpg",mamluk_architecture,train,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,"Arian Zwegers from Brussels, Belgium","File:Cairo, the Mosque of Sultan Hassan and the Ar-Rif (6201079985).jpg",Category:Minarets in Cairo,2259a3dd245ab4cb,
data/train/26262640.png,"mamluk_architecture, historic mosque facade, carved limestone ornamentation, pointed arches, warm natural light, architectural photography","https://commons.wikimedia.org/wiki/File:A_small_mosque_in_the_center_of_Cairo,_Egypt,_North_Africa-3.jpg",mamluk_architecture,train,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Mstyslav Chernov,"File:A small mosque in the center of Cairo, Egypt, North Africa-3.jpg",Category:Mosques in Cairo,2e56d1d16d26b292,
data/train/132034452.png,"mamluk_architecture, muqarnas vaulting, carved limestone ornamentation, pointed arches, warm natural light, architectural photography",https://commons.wikimedia.org/wiki/File:%D8%A7%D9%84%D8%B2%D8%AE%D8%A7%D8%B1%D9%81_%D8%A7%D9%84%D8%B9%D8%A8%D8%A7%D8%B3%D9%8A%D8%A9.jpg,mamluk_architecture,train,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Mohammed Harith Khalil,File:الزخارف العباسية.jpg,Category:Muqarnas,4482a9110fb93fed,
data/train/47149485.png,"mamluk_architecture, Mamluk religious complex, carved limestone ornamentation, pointed arches, warm natural light, architectural photography","https://commons.wikimedia.org/wiki/File:Cairo,_madrasa_del_sultano_qalaun,_01.JPG",mamluk_architecture,train,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,Sailko,"File:Cairo, madrasa del sultano qalaun, 01.JPG",Category:Qalawun complex,0e27f85ed28346c6,
data/train/3582665.png,"mamluk_architecture, carved stone dome, carved limestone ornamentation, pointed arches, warm natural light, architectural photography",https://commons.wikimedia.org/wiki/File:Cairouni.jpg,mamluk_architecture,train,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,user:mmustafa,File:Cairouni.jpg,Category:Domes in Cairo,214cef89dc7691a2,
data/train/63465912.png,"mamluk_architecture, traditional wooden door, carved limestone ornamentation, pointed arches, warm natural light, architectural photography","https://commons.wikimedia.org/wiki/File:Door_in_Al-Gamaliya_street,_photo_by_Hatem_Moushir_01.jpg",mamluk_architecture,train,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Hatem Moushir,"File:Door in Al-Gamaliya street, photo by Hatem Moushir 01.jpg",Category:Doors in Cairo,670e25189e9660fe,
data/train/585873.png,"mamluk_architecture, mosque courtyard and minarets, carved limestone ornamentation, pointed arches, warm natural light, architectural photography",https://commons.wikimedia.org/wiki/File:Une_vue_en_hauteur_du_caire.JPG,mamluk_architecture,train,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,Papillus,File:Une vue en hauteur du caire.JPG,Category:Al-Azhar Mosque,44a6f1d8421ee5b9,
data/train/10459973.png,"mamluk_architecture, historic Cairene stone architecture, carved limestone ornamentation, pointed arches, warm natural light, architectural photography","https://commons.wikimedia.org/wiki/File:Flickr_-_Gaspa_-_Cairo,_una_casa_storica.jpg",mamluk_architecture,train,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,"Francesco Gasparetti from Senigallia, Italy","File:Flickr - Gaspa - Cairo, una casa storica.jpg",Category:Sabil-Kuttab of Qaytbay,0189a9c9bd9582fe,
data/train/11587805.png,"mamluk_architecture, slender stone minaret, carved limestone ornamentation, pointed arches, warm natural light, architectural photography",https://commons.wikimedia.org/wiki/File:Aqmar_Mosque.jpg,mamluk_architecture,train,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Md iet ( talk ),File:Aqmar Mosque.jpg,Category:Minarets in Cairo,1a3625f9497864c7,
data/train/12269445.png,"mamluk_architecture, historic Islamic Cairo street, carved limestone ornamentation, pointed arches, warm natural light, architectural photography","https://commons.wikimedia.org/wiki/File:Cairo,Qarafa1.jpg",mamluk_architecture,train,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Bertramz,"File:Cairo,Qarafa1.jpg",Category:Islamic Cairo,54c6e9e94e6c9291,
data/train/18107914.png,"mamluk_architecture, Mamluk religious complex, carved limestone ornamentation, pointed arches, warm natural light, architectural photography",https://commons.wikimedia.org/wiki/File:QalaunMosque.JPG,mamluk_architecture,train,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,المصري الأصيل,File:QalaunMosque.JPG,Category:Qalawun complex,749acaac223b2da5,
data/train/63465911.png,"mamluk_architecture, traditional wooden door, carved limestone ornamentation, pointed arches, warm natural light, architectural photography","https://commons.wikimedia.org/wiki/File:Door_in_Al-Gamaliya_street,_photo_by_Hatem_Moushir_02.jpg",mamluk_architecture,train,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Hatem Moushir,"File:Door in Al-Gamaliya street, photo by Hatem Moushir 02.jpg",Category:Doors in Cairo,1599e7674a532526,
